title,year,genre1,genre2,genre3,country,language,director,reviews_from_users,reviews_from_critics
Arctic,2018,5,3,,8,1,Joe Penna,289.0,130.0
The Week Of,2018,12,,,4,1,Robert Smigel,260.0,28.0
Yasamak Güzel Sey,2017,12,3,,8,7,Müfit Can Saçinti,4.0,1.0
Kanojo no jinsei wa machigaijanai,2017,3,,,6,4,Ryuichi Hiroki,2.0,4.0
Glass,2019,3,15,16,4,1,M. Night Shyamalan,1829.0,395.0
Babushka lyogkogo povedeniya,2017,12,,,3,6,Marius Balchunas,,1.0
Das schönste Paar,2018,2,3,7,1,3,Sven Taddicken,,21.0
Surat Kecil Untuk Tuhan,2017,3,,,8,7,Fajar Bustomi,,7.0
Parmanu: The Story of Pokhran,2018,14,3,4,8,7,Abhishek Sharma,141.0,14.0
Love Today,1997,3,7,,8,7,Balasekaran,,
The Field,2019,6,9,16,4,1,Tate Bunker,5.0,2.0
Mr. Jones,2019,1,3,16,8,1,Agnieszka Holland,5.0,42.0
Donaire y Esplendor,2017,12,,,8,7,Arturo Montenegro,1.0,
Welcome Home,2018,16,,,4,1,George Ratliff,58.0,16.0
El habitante,2017,10,,,8,7,Guillermo Amoedo,9.0,21.0
Expo,2019,14,2,3,4,1,Joseph Mbah,38.0,5.0
Loosideu deurim,2017,15,16,,8,7,Kim Joon-Sung,8.0,10.0
Le doudou,2018,12,,,7,5,"Julien Hervé, Philippe Mechelen",2.0,4.0
The Dark,2018,3,6,10,8,1,Justin P. Lange,84.0,54.0
Shahjahan,2001,14,7,,8,7,K.S. Ravi,1.0,
"Et au pire, on se mariera",2017,3,,,8,5,Léa Pool,2.0,3.0
Khrustal,2018,3,,,8,6,Darya Zhuk,1.0,10.0
Sakamichi no Apollon,2018,3,,,6,4,Takahiro Miki,5.0,1.0
"Ah, kôya 2",2017,3,,,6,4,Yoshiyuki Kishi,1.0,6.0
Das Ende der Wahrheit,2019,16,,,1,3,Philipp Leinemann,,14.0
Saaho,2019,14,16,,8,7,Sujeeth,775.0,21.0
Tout le monde debout,2018,12,7,,7,5,Franck Dubosc,8.0,30.0
Vault,2019,2,3,16,4,1,Tom DeNucci,104.0,13.0
7 Days to Vegas,2019,12,,,4,1,Eric Balfour,30.0,
A Tale of Shadows,2017,16,,,8,1,Tariq Alkazim,4.0,
Kukhnya. Poslednyaya bitva,2017,12,,,3,6,Anton Fedotov,,
Bennett's Song,2018,12,3,13,4,1,Harley Wallen,3.0,6.0
Don't Leave Home,2018,10,9,16,4,1,Michael Tully,25.0,23.0
The Dark Within,2019,10,,,2,1,David Ryan Keith,6.0,5.0
Undercover Brother 2,2019,12,,,4,1,Leslie Small,12.0,1.0
"Septiembre, un llanto en silencio",2017,3,,,8,7,Kenneth Muller,,
Baaghi 2,2018,14,16,,8,7,Ahmed Khan,104.0,22.0
Goliat,2018,2,3,,8,7,Peter Grönlund,,3.0
National Theatre Live: Rosencrantz & Guildenstern Are Dead,2017,12,3,,2,1,Tim Van Someren,1.0,2.0
Yomeddine,2018,5,12,3,8,7,A.B. Shawky,5.0,27.0
National Theatre Live: Obsession,2017,3,,,2,1,Ivo van Hove,3.0,3.0
National Theatre Live: Edward Albee's Who's Afraid of Virginia Woolf?,2017,3,,,2,1,,1.0,4.0
National Theatre Live: Angels in America Part One - Millennium Approaches,2017,3,,,2,1,Marianne Elliott,6.0,2.0
Yol: The Full Version,2017,3,,,8,7,Serif Gören,1.0,
National Theatre Live: Angels in America Part Two - Perestroika,2017,3,,,2,1,Marianne Elliott,3.0,3.0
Boangwan,2017,12,2,,8,7,Hyeong-ju Kim,2.0,
Til Death Do Us Part,2017,16,,,4,1,Chris Stokes,59.0,5.0
Phoenix Wilder and the Great Elephant Adventure,2017,5,,,8,1,Richard Boddington,30.0,7.0
Tung Chau,2017,3,,,8,7,Kwok Kuen Wong,1.0,5.0
Electric Love,2018,12,,,4,1,Aaron Fradkin,32.0,3.0
Peppermint,2018,14,3,16,8,1,Pierre Morel,651.0,166.0
My Extraordinary Summer with Tess,2019,13,,,8,7,Steven Wouterlood,,14.0
Nigerian Prince,2018,3,16,,4,1,Faraday Okoro,2.0,3.0
Carnaval fi Dachra,1994,12,,,8,7,Mohamed Oukassi,1.0,
Venus,2017,12,3,13,8,1,Eisha Marjara,5.0,43.0
Elizabeth Harvest,2018,10,15,16,4,1,Sebastian Gutierrez,59.0,54.0
Alien Domicile 2: Lot 24,2018,16,,,4,7,Curtis Johnson,1.0,1.0
Devil's Acid,2018,10,,,4,1,Garrett Kruithof,4.0,4.0
Um Tio Quase Perfeito,2017,12,,,8,7,Pedro Antônio Paes,,4.0
Tharangam,2017,14,12,,8,7,Dominic Arun,3.0,6.0
Battle,2018,3,20,7,8,7,Katarina Launing,29.0,5.0
The Testament,2017,3,,,8,7,Amichai Greenberg,8.0,9.0
#Captured,2017,16,,,4,1,Joe Homokay,14.0,3.0
The Appearance,2018,10,16,,4,1,Kurt Knight,18.0,2.0
Us,2019,10,9,16,4,1,Jordan Peele,2669.0,491.0
Book Club,2018,12,3,7,4,1,Bill Holderman,291.0,140.0
El paseo 4,2016,12,,,8,7,Juan Camilo Pinzon,,1.0
Ao jiao yu pian jian,2017,12,7,,8,7,"Yanwei Huang, Hai-shu Li",2.0,1.0
Botongsaram,2017,14,2,3,8,7,Bong-han Kim,3.0,2.0
Kensatsu gawa no zainin,2018,9,,,6,4,Masato Harada,6.0,6.0
Je ne suis pas un homme facile,2018,12,,,7,5,Eléonore Pourriat,76.0,13.0
Au bout des doigts,2018,3,7,,7,5,Ludovic Bernard,8.0,23.0
Brillantissime,2018,12,7,,7,5,Michèle Laroque,1.0,6.0
Support the Girls,2018,12,3,,4,1,Andrew Bujalski,43.0,88.0
La ch'tite famille,2018,12,,,7,5,Dany Boon,8.0,26.0
The Little Stranger,2018,3,10,9,2,1,Lenny Abrahamson,114.0,88.0
Aabhaasam,2018,12,,,8,7,Jubith Namradath,5.0,
Hanii,2018,3,7,,6,4,Kôji Shintoku,1.0,1.0
Jai Lava Kusa,2017,14,3,,8,7,Bobby Kolli,17.0,7.0
Roofied,2017,3,16,,2,1,"Ronnie Henry, Sammie Lei",3.0,
Another Tango,2018,3,7,,4,1,Sean Michael Beyer,3.0,
The True Don Quixote,2019,12,,,4,1,Chris Poche,1.0,2.0
Saamy²,2018,14,,,8,7,Hari,22.0,6.0
Ying,2018,14,3,8,8,7,Yimou Zhang,53.0,91.0
Dead Ringer,2018,14,,,2,1,Richard Colton,9.0,
Sarvopari Palakkaran,2017,12,,,8,7,Venugopan,2.0,2.0
The Professor,2018,12,3,,4,1,Wayne Roberts,169.0,29.0
The Hummingbird Project,2018,16,,,8,1,Kim Nguyen,72.0,75.0
Tea,2017,3,,,8,7,Ermalo Magradze,1.0,
Taal is zeg maar echt mijn ding,2018,12,7,,8,7,Barbara Bredero,1.0,1.0
Mannen van Mars,2018,12,,,8,7,Hans Somers,,1.0
Gente que viene y bah,2019,12,,,8,7,Patricia Font,3.0,6.0
Di Renjie zhi Sidatianwang,2018,14,5,3,8,7,Hark Tsui,14.0,33.0
I peggiori,2017,12,,,5,2,Vincenzo Alfieri,,4.0
Mister,2017,3,,,8,7,Sreenu Vaitla,1.0,
Di ya cao,2018,14,2,3,8,7,Nick Cheung,5.0,8.0
Sketch,2018,14,,,8,7,Vijay Chandar,9.0,7.0
Finché c'è Prosecco c'è speranza,2017,12,9,,5,2,Antonio Padovan,2.0,
Outlaws Don't Get Funerals,2019,14,2,3,4,1,Greg Derasmo,7.0,
Out of Blue,2018,2,3,9,2,1,Carol Morley,22.0,39.0
Serce milosci,2017,1,3,7,8,7,Lukasz Ronduda,,1.0
Saravanan Irukka Bayamaen,2017,14,12,,8,7,Ezhil,1.0,3.0
Gek van Geluk,2017,12,7,,8,7,Johan Nijenhuis,,1.0
Clyde Cooper,2018,9,,,4,1,Peter Daskaloff,16.0,8.0
Valami Amerika 3,2018,12,20,,8,7,Gábor Herendi,,2.0
Taeksi woonjunsa,2017,14,3,4,8,7,Hun Jang,31.0,46.0
Vivegam,2017,14,16,,8,7,Siva,57.0,20.0
Perception,2018,16,,,4,1,Ilana Rein,12.0,7.0
Hong hai xing dong,2018,14,3,16,8,7,Dante Lam,70.0,35.0
Italy Italy,2017,12,3,6,8,7,Kaveh Sabbaghzade,,29.0
Yeidhavan,2017,14,2,3,8,7,Sakthi Rajasekaran,1.0,
Lahoriye,2017,3,,,8,7,Amberdeep Singh,7.0,
A Kid Like Jake,2018,3,13,,4,1,Silas Howard,29.0,28.0
"A Bread Factory, Part One",2018,12,3,,4,1,Patrick Wang,,16.0
The Follower,2017,10,16,,7,1,Kévin Mendiboure,9.0,31.0
Cheese in the Trap,2018,7,,,8,7,Je-Yeong Kim,8.0,
To the Stars,2019,3,,,4,7,Martha Stephens,1.0,6.0
BROS.,2017,12,,,4,1,"Don Tjernagel, Don Tjernagel",8.0,
"A Bread Factory, Part Two",2018,12,3,,4,1,Patrick Wang,,15.0
Hanagatami,2017,3,8,,6,4,Nobuhiko Ôbayashi,,15.0
White Chamber,2018,3,10,15,2,1,Paul Raschid,32.0,27.0
Tårtgeneralen,2018,12,3,,8,7,"Filip Hammar, Fredrik Wikingsson",6.0,9.0
RiffTrax Live: Samurai Cop,2017,14,12,,8,7,,,
Ha-roo,2017,3,9,16,8,7,Sun-ho Cho,7.0,16.0
Yeom-lyeok,2018,14,12,6,8,7,Sang-ho Yeon,33.0,28.0
Money,2019,14,2,,8,7,Noo-ri Park,,6.0
If Something Happens,2018,9,,,8,1,Rajiv Whabi,8.0,
Alien Reign of Man,2017,15,,,4,1,Justin Price,25.0,10.0
Napoli velata,2017,3,9,7,5,2,Ferzan Ozpetek,8.0,22.0
Absurd Accident,2016,12,16,,8,7,Li Yuhe,,6.0
Il premio,2017,3,,,5,2,Alessandro Gassmann,,7.0
Sono tornato,2018,12,3,,5,2,Luca Miniero,3.0,10.0
La ragazza nella nebbia,2017,2,9,16,5,2,Donato Carrisi,19.0,42.0
La terra dell'abbastanza,2018,2,3,,5,2,"Damiano D'Innocenzo, Fabio D'Innocenzo",2.0,23.0
Le monde est à toi,2018,12,2,,7,5,Romain Gavras,5.0,24.0
"My Little Baby, Jaya",2017,2,3,,8,7,Hak-Ryeol Yun,,
Tonari no kaibutsu-kun,2018,12,3,7,6,4,Shô Tsukikawa,2.0,
Itsy Bitsy,2019,6,10,9,4,1,Micah Gallo,42.0,37.0
Fe de etarras,2017,12,,,8,7,Borja Cobeaga,1.0,10.0
Foxtrot,2017,3,,,8,7,Samuel Maoz,27.0,130.0
Anywhere With You,2018,3,,,7,1,"Marco La Via, Hanna Ladoul",4.0,4.0
La guerra dei cafoni,2017,12,,,5,2,"Davide Barletti, Lorenzo Conte",1.0,4.0
Duk gai,2017,14,2,3,8,7,Lawrence Ah Mon,4.0,6.0
Mirai no Mirai,2018,18,5,3,6,4,Mamoru Hosoda,46.0,105.0
Tueurs,2017,16,,,8,5,"Jean-François Hensgens, François Troukens",4.0,12.0
Guns Akimbo,2019,14,12,,2,1,Jason Lei Howden,,14.0
Gloria Bell,2018,12,3,7,8,1,Sebastián Lelio,116.0,137.0
Tea Pets,2017,18,5,,8,7,Gary Wang,2.0,1.0
Maacher Jhol,2017,3,,,8,7,Pratim D. Gupta,8.0,
Manikarnika: The Queen of Jhansi,2019,14,1,3,8,7,"Radha Krishna Jagarlamudi, Kangana Ranaut",304.0,23.0
Park Yeol,2017,1,3,,8,7,Joon-ik Lee,4.0,5.0
Ri-eol,2017,14,,,8,7,Love Lee,8.0,4.0
Hyeob-sang,2018,14,2,16,8,7,Jong-suk Lee,15.0,5.0
Sangili Bungili Kadhava Thorae,2017,12,10,,8,7,Ike,2.0,4.0
A Boy. A Girl. A Dream.,2018,7,,,4,1,Qasim Basir,11.0,7.0
Hollow Body,2018,10,20,15,4,1,Alex Keledjian,4.0,4.0
Slaughterhouse Rulez,2018,14,12,10,2,1,Crispian Mills,118.0,49.0
Yolki novye,2017,12,,,3,6,Zhora Kryzhovnikov,,2.0
Durante la tormenta,2018,3,9,7,8,7,Oriol Paulo,157.0,27.0
Kong tian lie,2017,14,3,7,8,7,Chen Li,18.0,5.0
"Kon'ya, romansu gekijô de",2018,6,7,,6,4,Hideki Takeuchi,3.0,6.0
Al Asleyeen,2017,3,9,16,8,7,Marwan Hamed,2.0,
Nada a Perder,2018,1,3,,8,7,Alexandre Avancini,33.0,5.0
Suburban Coffin,2018,12,6,10,2,1,Benjamin Rider,,2.0
The Midnight Matinee,2017,10,9,16,4,1,Justin Doescher,11.0,9.0
Mamma Mia! Here We Go Again,2018,12,19,7,2,1,Ol Parker,710.0,244.0
Chi Va Chi Sau Ka,2017,13,,,8,7,Paresh Mokashi,1.0,3.0
Chi chi' de ai,2017,12,6,7,8,7,Kevin Tsai,4.0,9.0
Le flic de Belleville,2018,12,2,,7,1,Rachid Bouchareb,8.0,13.0
Ma-yak-wang,2018,14,2,3,8,7,Min-ho Woo,11.0,11.0
Erra Buss,2014,12,3,,8,7,Narayana Rao Dasari,8.0,
Eiga Chuunibyou demo koi ga shitai! Take On Me,2018,18,12,3,6,4,Tatsuya Ishihara,4.0,2.0
Mayaanadhi,2017,3,7,,8,7,Aashiq Abu,26.0,4.0
Journal 64,2018,2,9,16,8,7,Christoffer Boe,23.0,30.0
General,2019,14,5,1,8,7,Antun Vrdoljak,29.0,17.0
50 First Kisses,2017,12,,,6,4,Yûichi Fukuda,1.0,3.0
Buffalo Boys,2018,14,,,8,7,Mike Wiluan,26.0,44.0
Made in Italy,2018,12,3,,5,2,Luciano Ligabue,2.0,11.0
Una vita spericolata,2018,12,2,,5,2,Marco Ponti,,1.0
Puoi baciare lo sposo,2018,12,,,5,2,Alessandro Genovesi,7.0,14.0
Io sono Tempesta,2018,12,3,,5,2,Daniele Luchetti,,3.0
Mohanlal,2018,12,,,8,7,Sajid Yahiya,4.0,1.0
Les crevettes pailletées,2019,12,,,7,5,"Maxime Govare, Cédric Le Gallo",6.0,25.0
Caccia al tesoro,2017,12,,,5,2,Carlo Vanzina,,4.0
The Souvenir,2019,3,9,7,2,1,Joanna Hogg,77.0,86.0
The God Inside My Ear,2017,12,3,10,4,1,Joe Badon,15.0,10.0
Punyalan Private Limited,2017,12,,,8,7,Ranjith Sankar,6.0,3.0
A Bluebird in My Heart,2018,3,,,8,1,Jérémie Guez,2.0,14.0
Johnny English Strikes Again,2018,14,5,12,2,1,David Kerr,388.0,142.0
Harry Styles: Behind the Album,2017,1,,,2,1,Paul Dugdale,3.0,
Bank El Hazz,2017,12,,,8,7,Ahmed El Gendy,,
I'll Be Watching,2018,3,7,16,4,1,Jodi Binstock,12.0,1.0
Manto,2018,1,3,,8,7,Nandita Das,42.0,18.0
Stella's Last Weekend,2018,12,3,,4,1,Polly Draper,8.0,11.0
Aldrig mere i morgen,2017,3,,,8,7,Erik Clausen,1.0,2.0
Chalbaaz,2018,12,3,,8,7,Joydip Mukherjee,4.0,3.0
Normandie nue,2018,12,3,,7,5,Philippe Le Guay,4.0,23.0
Midway,2019,14,3,4,8,1,Roland Emmerich,266.0,91.0
Daddy,2017,14,1,2,8,7,Ashim Ahluwalia,19.0,21.0
Chang-gwol,2018,14,10,,8,7,Sung-hoon Kim,26.0,34.0
"Inkan, gongkan, sikan grigo inkan",2018,3,,,8,7,Ki-duk Kim,2.0,21.0
Mope,2019,12,3,,4,1,Lucas Heyne,2.0,11.0
All Square,2018,3,,,4,1,John Hyams,6.0,5.0
Goodalochana,2017,12,,,8,7,Thomas K. Sebastian,2.0,
Kaala,2018,14,3,,8,7,Pa. Ranjith,105.0,18.0
Ansisung,2018,14,3,4,8,7,Kwang-shik Kim,35.0,23.0
Deadly Exchange,2017,2,3,16,4,1,Tom Shell,8.0,5.0
De dirigent,2018,1,3,,8,1,Maria Peters,16.0,3.0
Prodigy,2018,3,16,,4,1,Nathan Leon,16.0,3.0
José,2018,3,,,8,7,Li Cheng,2.0,54.0
Puzzle,2018,3,,,4,1,Marc Turtletaub,68.0,78.0
At Eternity's Gate,2018,1,3,,8,1,Julian Schnabel,160.0,151.0
Ie ni kaeru to tsuma ga kanarazu shinda furi o shite imasu.,2018,12,,,6,4,Toshio Lee,8.0,4.0
Udhaharanam Sujatha,2017,3,13,,8,7,Phantom Praveen,5.0,5.0
Pahuna: The Little Visitors,2017,3,9,,8,7,Paakhi A. Tyrewala,8.0,
Phullu,2017,12,3,,8,7,Abhishek Saxena,2.0,3.0
The Night Sitter,2018,12,10,,4,1,"Abiel Bruhn, John Rocco",22.0,29.0
Gharasarpa,2018,3,6,10,8,7,Jayantha Chandrasiri,7.0,
Dui Rupaiyan,2017,14,3,,8,7,Asim Shah,2.0,
A Mero Hajur 2,2017,3,7,,8,7,Jharana Thapa,2.0,
Scarborough,2018,3,7,,2,1,Barnaby Southcombe,5.0,11.0
Les ex,2017,12,,,7,5,Maurice Barthélémy,,5.0
Gotowi na wszystko. Exterminator,2018,12,20,,8,7,Michal Rogalski,1.0,
Un homme pressé,2018,12,3,,7,5,Hervé Mimran,1.0,18.0
SuperGrid,2018,14,,,8,1,Lowell Dean,5.0,10.0
Samson,2018,14,3,,8,1,"Bruce Macdonald, Gabriel Sabloff",99.0,22.0
Aritmiya,2017,3,,,3,6,Boris Khlebnikov,9.0,44.0
The Kindergarten Teacher,2018,3,,,4,1,Sara Colangelo,112.0,110.0
Sheikh Jackson,2017,3,,,8,7,Amr Salama,17.0,5.0
Sex Weather,2018,12,3,7,4,1,Jon Garcia,6.0,4.0
Prescience,2019,7,16,,4,1,James Helsing,23.0,
Andhhagadu,2017,12,,,8,7,Veligonda Srinivas,,
Sarajin bam,2018,16,,,8,7,Chang-hee Lee,12.0,20.0
Breaking News,2017,3,,,8,7,Iulia Rugina,,4.0
Little Italy,2018,12,7,,8,1,Donald Petrie,97.0,35.0
Duck Butter,2018,12,3,7,4,1,Miguel Arteta,18.0,14.0
1921,2018,10,9,7,8,7,Vikram Bhatt,14.0,8.0
One,2017,3,16,,8,7,Birsa Dasgupta,,
Sweet Country,2017,5,2,3,8,1,Warwick Thornton,58.0,117.0
The Outer Wild,2018,14,5,10,4,1,Philip Chidel,9.0,1.0
Lucky Loser - Ein Sommer in der Bredouille,2017,12,3,,1,3,Nico Sommer,1.0,9.0
The Fox,2017,3,16,,8,1,Klaas van Eijkeren,4.0,4.0
Love Addict,2018,12,,,7,5,Frank Bellocq,,3.0
La dernière folie de Claire Darling,2018,3,,,7,5,Julie Bertuccelli,2.0,18.0
Walk Like a Panther,2018,12,,,2,1,Dan Cadan,9.0,7.0
Mariposas Verdes,2017,3,,,8,7,Gustavo Nieto Roa,4.0,1.0
Todas as Razões para Esquecer,2018,12,3,,8,7,Pedro Coutinho,3.0,1.0
Kupi menya,2018,3,,,3,6,Vadim Perelman,,1.0
Black Site,2018,14,10,15,2,1,Tom Paton,9.0,14.0
Hospitality,2018,2,3,16,4,1,"Nick Chakwin, David Guglielmo",6.0,5.0
Anna Karenina. Istoriya Vronskogo,2017,3,,,3,6,Karen Shakhnazarov,1.0,2.0
Green Book,2018,1,12,3,4,1,Peter Farrelly,1216.0,379.0
The Nightmare Gallery,2019,3,10,16,4,1,Gene Blalock,41.0,3.0
Poncho ni yoake no kaze haramasete,2017,12,,,6,4,Satoru Hirohara,,2.0
Bareilly Ki Barfi,2017,12,7,,8,7,Ashwiny Iyer Tiwari,85.0,25.0
The Perfect Candidate,2019,3,,,8,7,Haifaa Al-Mansour,1.0,18.0
Shubh Mangal Saavdhan,2017,12,7,,8,7,R.S. Prasanna,36.0,16.0
Blackmail,2018,12,16,,8,7,Abhinay Deo,53.0,14.0
Next Enti?,2018,12,3,7,8,7,Kunal Kohli,4.0,2.0
Place publique,2018,12,3,,7,5,Agnès Jaoui,3.0,14.0
Sin fin,2018,3,7,15,8,7,"César Esteban Alenda, José Esteban Alenda",,8.0
Kurtlar Vadisi: Vatan,2017,14,2,3,8,7,"Serdar Akar, Necati Sasmaz",9.0,4.0
Ver Kaç,2017,12,3,,8,7,Orçun Benli,,
Kardesim Benim 2,2017,12,7,,8,7,Mert Baykal,2.0,
La casa di famiglia,2017,12,,,5,2,Augusto Fornari,,3.0
On Pointe,2018,3,,,4,1,Tati Vogt,31.0,1.0
Ami Je Ke Tomar,2017,7,,,8,7,Rabi Kinagi,1.0,
Kage no Gundan: Hattori Hanzo,1979,14,,,6,4,Eiichi Kudô,,1.0
Deep Murder,2018,12,10,,4,1,Nick Corirossi,12.0,7.0
Starship Troopers: Traitor of Mars,2017,18,14,15,4,1,"Shinji Aramaki, Masaru Matsumoto",32.0,23.0
Mayday,2019,14,3,10,4,1,Massimiliano Cerchi,44.0,8.0
Omerta,2017,14,1,2,8,7,Hansal Mehta,10.0,15.0
Pal Pal Dil Ke Paas,2019,14,3,7,8,7,Sunny Deol,45.0,5.0
Bharat Ane Nenu,2018,14,3,,8,7,Koratala Siva,137.0,22.0
Wanderland,2018,5,12,19,4,1,Josh Klausner,8.0,2.0
Sin rodeos,2018,12,,,8,7,Santiago Segura,2.0,12.0
Metti la nonna in freezer,2018,12,,,5,2,"Giancarlo Fontana, Giuseppe Stasi",1.0,11.0
To Let,2019,13,,,8,7,Chezhian Ra,6.0,3.0
Never Leave Me,2017,3,,,8,7,Aida Begic,4.0,1.0
Nobody Famous,2018,12,3,,8,1,Sarah Rotella,1.0,1.0
Clickbait,2019,12,10,16,4,7,"Sophia Cacciola, Michael J. Epstein",30.0,30.0
The Amityville Murders,2018,10,,,4,7,Daniel Farrands,21.0,22.0
En las estrellas,2018,3,,,8,7,Zoe Berriatúa,2.0,4.0
Mi querida cofradía,2018,12,3,,8,7,Marta Díaz de Lope Díaz,1.0,6.0
Tai bei wu yu,2017,2,3,,8,7,Ying-Hsiung Huang,,1.0
Bae-sim-won,2019,3,,,8,7,Seung-wan Hong,6.0,2.0
Geugeotmani Nae Sesang,2018,12,3,13,8,7,Sung-Hyun Choi,6.0,2.0
Nommer 37,2018,16,,,8,7,Nosipho Dumisa,23.0,22.0
Joel,2018,2,10,16,4,1,John R. Hand,5.0,8.0
The Accidental Prime Minister,2019,1,3,,8,7,Vijay Ratnakar Gutte,229.0,16.0
Snake Outta Compton,2018,12,10,15,4,1,Hank Braxtan,9.0,13.0
Destination Wedding,2018,12,3,7,4,1,Victor Levin,336.0,76.0
Kalank,2019,3,7,,8,7,Abhishek Varman,481.0,22.0
The Darkest,2017,10,,,7,5,Robin Entreinger,5.0,6.0
Krym,2017,14,3,,3,6,Aleksey Pimanov,23.0,3.0
Ellipsis,2017,3,,,8,1,David Wenham,6.0,2.0
Cold Brook,2018,3,,,4,1,William Fichtner,5.0,2.0
Mon tissu préféré,2018,3,,,7,7,Gaya Jiji,1.0,10.0
Curse of the Nun,2018,10,9,16,4,1,Aaron Mirtes,23.0,5.0
Salur Kazan: Zoraki Kahraman,2017,12,4,,8,7,Burak Aksak,,
Gaston Lagaffe,2018,12,,,7,5,Pierre-François Martin-Laval,,9.0
Ninnu Kori,2017,12,7,,8,7,Shiva Nirvana,5.0,3.0
Ribbon,2017,3,13,,8,7,Rakhee Sandilya,13.0,5.0
Sobre Nós,2017,3,,,8,7,"Mauro Carvalho, Thiago Cazado",2.0,1.0
Mandy,2018,14,6,10,2,1,Panos Cosmatos,803.0,314.0
Oru Kidayin Karunai Manu,2017,3,,,8,7,Suresh Sangaiah,2.0,1.0
Rangoon,2017,14,2,3,8,7,Rajkumar Periasamy,2.0,3.0
Uru,2017,16,,,8,7,Vicky Anand,5.0,1.0
Why Hide?,2018,12,10,,2,1,James Edward Cook,18.0,21.0
Mario,2018,3,7,17,8,7,Marcel Gisler,29.0,26.0
Paul Sanchez est revenu!,2018,3,16,,7,5,Patricia Mazuy,1.0,6.0
Rosapoo,2018,12,,,8,7,Vinu Joseph,3.0,
Pet Names,2018,3,,,4,1,Carol Brandt,4.0,10.0
Oru Kuttanadan Blog,2018,3,,,8,7,Sethu,12.0,2.0
Den utrolige historie om den kæmpestore pære,2017,18,,,8,7,"Amalie Næsby Fick, Jørgen Lerdam",7.0,13.0
Oh Baby,2017,12,,,8,7,Thomas Acda,,1.0
Share,2019,3,9,,4,1,Pippa Bianco,25.0,20.0
Shangri-La: Near Extinction,2018,15,,,4,1,Nick Wauters,8.0,
Nemesis 5: The New Model,2017,14,15,,4,1,Dustin Ferguson,8.0,2.0
Boy Erased,2018,1,3,,8,1,Joel Edgerton,171.0,181.0
The Wrong Son,2018,16,,,4,1,Nick Everhart,14.0,3.0
Maragadha Naanayam,2017,5,12,6,8,7,Ark Saravan,6.0,4.0
Paul Simon the Concert in Hyde Park,2017,20,,,4,1,,,
The Great Buddha+,2017,12,3,,8,7,Hsin-yao Huang,9.0,18.0
Missing Johnny,2017,3,,,8,7,Xi Huang,,5.0
Plonger,2017,3,,,7,5,Mélanie Laurent,2.0,10.0
Lowlife,2017,12,2,3,4,1,Ryan Prows,28.0,59.0
Shan guang shao nu,2017,3,20,,8,7,Ran Wang,6.0,3.0
Sweet 20,2017,12,3,6,8,7,Ody C. Harahap,,5.0
Virus Tropical,2017,18,1,3,8,7,Santiago Caicedo,1.0,17.0
Eighth Grade,2018,12,3,,4,1,Bo Burnham,380.0,221.0
Bring It On: Worldwide #Cheersmack,2017,12,7,17,4,1,Robert Adetuyi,13.0,6.0
The Iron Orchard,2018,3,4,7,5,1,Ty Roberts,7.0,10.0
Poveri ma ricchissimi,2017,12,,,5,2,Fausto Brizzi,,4.0
Betrayed,2018,14,2,16,4,1,Harley Wallen,97.0,12.0
Synonymes,2019,3,,,7,5,Nadav Lapid,20.0,62.0
Santa & Cie,2017,12,13,6,7,5,Alain Chabat,5.0,12.0
Velaiilla Pattadhari 2,2017,14,12,,8,7,Soundarya R. Ashwin,6.0,9.0
Velaikkaran,2017,14,16,,8,7,Mohan Raja,21.0,8.0
96,2018,3,7,,8,7,C. Prem Kumar,292.0,19.0
Aan Devathai,2018,14,3,,8,7,Thamira,1.0,2.0
Super Deluxe,2019,14,2,3,8,7,Thiagarajan Kumararaja,119.0,19.0
Before the Dawn,2019,3,7,,4,1,Jay Holben,52.0,1.0
Honey: Rise Up and Dance,2018,3,20,,4,1,Bille Woodruff,14.0,1.0
Method,2017,3,,,8,7,Eun-jin Pang,3.0,1.0
Benedetta follia,2018,12,,,5,2,Carlo Verdone,,7.0
Tam jeong 2,2018,12,2,16,8,7,Eon-hie Lee,2.0,2.0
La colle,2017,12,,,7,5,Alexandre Castagnetti,1.0,3.0
Nenjil Thunivirundhal,2017,14,3,,8,7,Suseenthiran,1.0,2.0
Sinyalciler: Son Aksam Yemegi,2017,12,,,8,7,Ahmet Kapucu,,
El-Khaliyyah,2017,14,3,16,8,7,Tarek Alarian,8.0,
Abigail,2019,5,6,,3,1,Aleksandr Boguslavskiy,17.0,
L'Empereur de Paris,2018,5,2,4,7,5,Jean-François Richet,15.0,21.0
Chi o sû nendo,2017,10,,,6,4,Sôichi Umezawa,4.0,23.0
Every Day,2018,3,6,7,4,1,Michael Sucsy,113.0,69.0
Budapest,2018,12,,,7,5,Xavier Gens,13.0,8.0
Kedarnath,2018,3,7,,8,7,Abhishek Kapoor,207.0,12.0
Teen Aur Aadha,2018,3,,,8,7,"Dar Gai, Dheer Momaya",3.0,11.0
Herrliche Zeiten,2018,12,3,,1,3,Oskar Roehler,1.0,14.0
Le manoir,2017,12,10,,7,5,Tony T. Datis,25.0,14.0
Mashina lyubvi,2016,3,7,,3,6,Pavel Ruminov,,1.0
Pond Life,2018,3,,,2,1,Bill Buckhurst,6.0,9.0
Twelve,2019,13,17,,4,1,Steve Grimaldi,30.0,1.0
Lady Winsley,2019,12,2,,7,7,Hiner Saleem,,7.0
